target,search_time,first_solution_time,first_solution_iteration,number_of_nodes,max_transforms,max_children,number_of_routes,number_of_solved_routes,top_score,is_solved,number_of_steps,number_of_precursors,number_of_precursors_in_stock,precursors_in_stock,precursors_not_in_stock,precursors_availability,policy_used_counts,profiling,,,,,,,,,
COc1cc(-c2nnc(CSc3nc4ccccc4s3)o2)cc(OC)c1OC,26.55346012,0.036999464,1,737,13,22,318,52,0.997628706,TRUE,1,2,2,"COc1cc(C(=O)O)cc(OC)c1OC, NNC(=O)CSc1nc2ccccc2s1",,zinc;zinc,{'uspto': 736},"{'expansion_calls': 441, 'reactants_generations': 5234, 'iterations': 100}",,,,,,,,,
CCOC(=O)c1c(-c2ccccc2)[n+]([O-])c2cc(C)c(C)cc2[n+]1[O-],39.70341611,26.58142781,67,502,12,22,108,4,0.963447071,TRUE,5,7,7,"O=C(OO)c1cccc(Cl)c1, CN(C)C=O, O=C(OO)c1cccc(Cl)c1, O=P(Cl)(Cl)Cl, O=C(O)C(=O)c1ccccc1, Cc1cc(N)c(N)cc1C, CC(=O)O",,zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 501},"{'expansion_calls': 490, 'reactants_generations': 9307, 'iterations': 100}",,,,,,,,,
CCN(C)Cc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,59.75078559,0,0,1422,13,25,157,0,0.844489997,FALSE,11,9,8,"Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1, CCNC, O=C1CCC(=O)N1Br, O=C(Cl)C1CC1, COc1cc(C)cc(N)c1, Nc1ccc(Br)cc1N, O=C(Br)CBr, CC(=O)O",O=[Se]=O,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1421},"{'expansion_calls': 1269, 'reactants_generations': 3954, 'iterations': 100}",,,,,,,,,
CCc1cc2c(=O)n(CCC(C)C)c(=S)[nH]c2s1,19.03245926,0.018999815,1,838,13,19,492,29,0.997628706,TRUE,1,2,2,"CCc1cc(C(=O)OC)c(N=C=S)s1, CC(C)CCN",,zinc;zinc,{'uspto': 837},"{'expansion_calls': 366, 'reactants_generations': 2906, 'iterations': 100}",,,,,,,,,
O=C(CCc1nnc(Cc2ccc(-c3ccccc3)cc2)o1)N1CCCC1,47.76369858,0.426007748,1,1524,13,47,566,60,0.997628706,TRUE,1,2,2,"NNC(=O)Cc1ccc(-c2ccccc2)cc1, O=C(O)CCC(=O)N1CCCC1",,zinc;zinc,{'uspto': 1523},"{'expansion_calls': 981, 'reactants_generations': 7357, 'iterations': 100}",,,,,,,,,
CCOC(=O)N1CCN(Cc2c[nH]nc2-c2cccc3ccccc23)CC1,49.3988049,0.738697529,2,1406,13,37,601,24,0.994039854,TRUE,2,3,3,"O=Cc1c[nH]nc1-c1cccc2ccccc12, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, CCOC(=O)N1CCNCC1",,zinc;zinc;zinc,{'uspto': 1405},"{'expansion_calls': 848, 'reactants_generations': 6892, 'iterations': 100}",,,,,,,,,
CN(C)c1nc(Nc2ccc(F)cc2)nc(Oc2ccc(F)cc2)n1,16.59708405,0.032512188,1,525,13,18,202,88,0.994039854,TRUE,2,3,3,"Oc1ccc(F)cc1, CN(C)c1nc(Cl)nc(Cl)n1, Nc1ccc(F)cc1",,zinc;zinc;zinc,{'uspto': 524},"{'expansion_calls': 356, 'reactants_generations': 2619, 'iterations': 100}",,,,,,,,,
Cc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1NC(=O)c1cnoc1C,11.21280289,0.047032118,1,409,8,18,167,95,0.994039854,TRUE,2,3,3,"O=C=Nc1ccc(Cl)c(Cl)c1, Cc1oncc1C(=O)O, Cc1ccc(N)cc1N",,zinc;zinc;zinc,{'uspto': 408},"{'expansion_calls': 266, 'reactants_generations': 1693, 'iterations': 100}",,,,,,,,,
COc1ccc(CCN)c(OC)c1SC,43.24819231,0.040000439,1,802,13,31,252,18,0.997628706,TRUE,1,2,2,"COc1ccc(CCN)c(OC)c1, CSSC",,zinc;zinc,{'uspto': 801},"{'expansion_calls': 612, 'reactants_generations': 8700, 'iterations': 100}",,,,,,,,,
Cc1cc(C)nc(OC(C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(Cc3cc(F)c(F)c(F)c3)c3ccccc32)n1,56.31241679,0,0,2514,13,26,1359,0,0.814331267,FALSE,11,7,6,"Fc1cc(CBr)cc(F)c1F, O=C(OO)c1cccc(Cl)c1, Cc1nc(Cl)nc(C)c1Cl, C=C(C)C, CSC(C)=O, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C",CCOC(=O)C(=O)[C@@]1(c2cc(Cl)ccc2F)NCC(=O)Nc2ccccc21,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2513},"{'expansion_calls': 1155, 'reactants_generations': 4428, 'iterations': 100}",,,,,,,,,
COc1ccc(/C=C2\C(=O)N(c3cc(Cl)cc(Cl)c3)N=C2C(F)(F)F)cc1OCc1ccc(F)cc1,139.2322407,0,0,1753,13,15,689,0,0.797626813,FALSE,6,6,5,"COCc1ccccc1, COB(OC)OC, COc1ccc(CCl)cc1, Fc1ccc(CBr)cc1, Oc1ccc(Br)cc1O",O=C1C(=CBr)C(C(F)(F)F)=NN1c1cc(Cl)cc(Cl)c1,zinc;Not in stock;zinc;zinc;zinc;zinc,{'uspto': 1752},"{'expansion_calls': 1103, 'reactants_generations': 25598, 'iterations': 100}",,,,,,,,,
CCC(C)(C)Cc1c[nH]c(CCc2ccc(-c3ccc(F)cn3)cc2)n1,73.37387538,0,0,1321,13,13,329,0,0.797626813,FALSE,6,6,5,"Fc1ccc(Br)nc1, CC(C)(O)C(C)(C)O, C[Si](C)(C)CCOCCl, OB(O)B(O)O, CC(C)(O)C(C)(C)O",CCC(C)(C)Cc1nc(CCc2ccc(Br)cc2)n(O)c1Br,zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 1320},"{'expansion_calls': 1073, 'reactants_generations': 13138, 'iterations': 100}",,,,,,,,,
O=c1[nH]c2ccc(C(F)(F)F)cc2nc1-c1ccccc1,13.05995989,0.019004345,1,343,13,44,104,74,0.997628706,TRUE,1,2,2,"Nc1ccc(C(F)(F)F)cc1N, O=C(O)C(=O)c1ccccc1",,zinc;zinc,{'uspto': 342},"{'expansion_calls': 260, 'reactants_generations': 2622, 'iterations': 100}",,,,,,,,,
[C-]#[N+]C(C)(C)C[C@@H]1C[C@H](C)[C@H]2CC[C@](C)([N+]#[C-])[C@@H]3CCC(=C)[C@@H]1[C@H]23,68.41929746,0,0,1841,13,21,674,0,0.791683434,FALSE,12,6,5,"CCOC=O, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, C1CCOC1, CC(=O)OC(C)=O, O=C(OCc1ccccc1)ON1C(=O)CCC1=O",[C-]#[N+][C@@]1(C)CC[C@H]2[C@H]3[C@@H](C(O)CC[C@H]31)[C@H](CC(C)(C)N)C(O)[C@@H]2C,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1840},"{'expansion_calls': 1177, 'reactants_generations': 8603, 'iterations': 100}",,,,,,,,,
COc1cccc(NC(=O)NC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2O)c1,38.14954519,0.015007496,1,1134,13,16,658,12,0.997628706,TRUE,1,2,2,"COc1cccc(N=C=O)c1, Cc1cn([C@H]2C[C@H](O)[C@@H](CN)O2)c(=O)[nH]c1=O",,zinc;zinc,{'uspto': 1133},"{'expansion_calls': 499, 'reactants_generations': 5087, 'iterations': 100}",,,,,,,,,
COc1ccc(-c2nn(Cc3ccc(NC(=O)OCCCCN(C)C)cc3)c(=O)c3ccccc23)cc1,39.00389194,0.122520447,1,944,10,15,245,54,0.994039854,TRUE,2,4,4,"COc1ccc(B(O)O)cc1, O=c1[nH]nc(Cl)c2ccccc12, O=C=Nc1ccc(CCl)cc1, CN(C)CCCCO",,zinc;zinc;zinc;zinc,{'uspto': 943},"{'expansion_calls': 745, 'reactants_generations': 6522, 'iterations': 100}",,,,,,,,,
O=C(Nc1nnc(S(=O)(=O)Cc2ccccc2)s1)c1ccccn1,34.77749968,16.94691539,56,551,11,12,287,15,0.963447071,TRUE,5,4,4,"O=C(O)c1ccccn1, NNC(N)=S, N#CSCc1ccc([N+](=O)[O-])cc1, O=C(OO)c1cccc(Cl)c1",,zinc;zinc;zinc;zinc,{'uspto': 550},"{'expansion_calls': 355, 'reactants_generations': 8925, 'iterations': 100}",,,,,,,,,
Cn1ccnc1-c1ccc(O)c(Cn2nc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)oc2=O)c1,145.0903993,0,0,2203,13,21,412,0,0.844489997,FALSE,11,9,8,"Cn1ccnc1, COc1ccccc1CBr, O=C(n1ccnc1)n1ccnc1, CCOC(=O)Cl, O=C1CCC(=O)N1Br, Nc1c(C(F)(F)F)cccc1C(F)(F)F, O=N[N+](=O)[O-], COCc1ccccc1",BrBr,zinc;Not in stock;zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 2202},"{'expansion_calls': 1835, 'reactants_generations': 18784, 'iterations': 100}",,,,,,,,,
CCC(C)C(NCc1ccccc1OC)c1nc(-c2ccccc2)c(N2CCOCC2)o1,52.01291275,0,0,1360,13,16,288,0,0.844450614,FALSE,13,9,8,"COc1ccccc1C=O, OB(O)c1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, O=P(Cl)(Cl)Cl, O=C(Cl)OCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, BrCCOCCBr, O=C(Cl)OCc1ccccc1",CCC(C)C(N)c1nc(OC)c(N)o1,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1359},"{'expansion_calls': 1097, 'reactants_generations': 7878, 'iterations': 100}",,,,,,,,,
COc1ccc(NC(=O)Cc2c(SC)c3ccccc3n2Cc2ccccc2)cc1,11.22638583,0.070767879,1,524,8,25,100,89,0.986552929,TRUE,3,4,4,"COc1ccc(N)cc1, BrCc1ccccc1, CCOC(=O)CC(=O)CSC, NNc1ccccc1",,zinc;zinc;zinc;zinc,{'uspto': 523},"{'expansion_calls': 435, 'reactants_generations': 1516, 'iterations': 100}",,,,,,,,,
CCOC(=O)c1ccc(N2Cc3ccccc3/C2=N\C(=O)c2cccc([N+](=O)[O-])c2)cc1,87.05287457,0,0,1727,13,37,1055,0,0.7375,FALSE,4,4,3,"O=C(O)c1ccccc1, O=C(Cl)C(=O)Cl, CC(=O)O",COC(=O)c1ccc(N2Cc3ccccc3/C2=N\C(=O)c2cccc([N+](=O)[O-])c2)cc1,zinc;zinc;Not in stock;zinc,{'uspto': 1726},"{'expansion_calls': 742, 'reactants_generations': 17060, 'iterations': 100}",,,,,,,,,
Oc1ccc(Cl)c(Nc2ncnc3c2cnn3CC(Cl)c2ccccc2)c1,44.35885811,0.242690325,1,1724,13,32,554,37,0.95089931,TRUE,8,6,6,"COc1ccc(Cl)c(N)c1, Clc1ncnc2[nH]ncc12, O=S(Cl)Cl, O=C(Cl)C(=O)Cl, CCOC(=O)C(=O)c1ccccc1, COCc1ccccc1",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1723},"{'expansion_calls': 1178, 'reactants_generations': 6741, 'iterations': 100}",,,,,,,,,
CC(C)c1cc(C2CCN(C(=O)Cn3cnc4ccccc43)CC2)[nH]n1,26.28003883,0.136999607,1,1111,13,25,400,83,0.986552929,TRUE,3,4,4,"CC(=O)C(C)C, O=C(O)Cn1cnc2ccccc21, CCOC(=O)C1CCNCC1, O=N[N+](=O)[O-]",,zinc;zinc;zinc;zinc,{'uspto': 1110},"{'expansion_calls': 719, 'reactants_generations': 3067, 'iterations': 100}",,,,,,,,,
Cc1c(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nn(C)c1-c1ccc(Cl)c(Cl)c1,60.4349153,0,0,1512,13,26,250,0,0.827732785,FALSE,5,7,6,"OB(O)c1ccc(Cl)c(Cl)c1, ClC(Cl)=CCBr, BrCCCBr, Oc1cc(Cl)c(O)c(Cl)c1, O=C1CCC(=O)N1Br, COc1n[nH]cc1C",CI,zinc;zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 1511},"{'expansion_calls': 1275, 'reactants_generations': 5092, 'iterations': 100}",,,,,,,,,
O=C(O)CCCN1CC(C(=O)O)Oc2c(/C=C/c3ccc(OCCCCOc4ccccc4)cc3)cccc21,61.7053678,0,0,2733,13,38,1302,0,0.831584643,FALSE,9,8,7,"O=CCCC(=O)O, BrCCCCOc1ccccc1, O=C(O)CCBr, C=Cc1ccc(OC(C)=O)cc1, CC(=O)OC(C)=O, O=[N+]([O-])c1cccc(Br)c1O, COCc1ccccc1",BrBr,zinc;zinc;Not in stock;zinc;zinc;zinc;zinc;zinc,{'uspto': 2732},"{'expansion_calls': 1443, 'reactants_generations': 4758, 'iterations': 100}",,,,,,,,,
CCOC(=O)N1CCC(NC(=O)c2cc(C(=O)Nc3ccc(F)cc3F)ccc2CO)CC1,54.4729023,5.332305431,8,1375,13,18,312,14,0.955960146,TRUE,6,5,5,"Nc1ccc(F)cc1F, CCOC(=O)N1CCC(N)CC1, OCc1ccccc1, O=C1CCC(=O)N1Br, COC(=O)c1ccc(C)c(C(=O)O)c1",,zinc;zinc;zinc;zinc;zinc,{'uspto': 1374},"{'expansion_calls': 1093, 'reactants_generations': 8572, 'iterations': 100}",,,,,,,,,
COc1ccc2cc(C(C)C(=O)NN=C3CCCCC3)ccc2c1,75.03203273,13.49089217,20,1230,13,13,261,4,0.994039854,TRUE,2,3,3,"CCC(=O)NN=C1CCCCC1, COS(=O)(=O)OC, Oc1ccc2cc(Br)ccc2c1",,zinc;zinc;zinc,{'uspto': 1229},"{'expansion_calls': 1025, 'reactants_generations': 13599, 'iterations': 100}",,,,,,,,,
CN(CCN1CCCC1)Cc1csc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cc2)c1Cl,35.02517748,1.29595232,3,1242,13,29,289,62,0.975,TRUE,4,6,6,"C1CCNC1, O=C(Cl)c1cc(Cl)ccc1[N+](=O)[O-], Nc1ccc(Cl)cc1, CNCCBr, O=C1CCC(=O)N1Br, Cc1csc(C(=O)Cl)c1Cl",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1241},"{'expansion_calls': 970, 'reactants_generations': 4179, 'iterations': 100}",,,,,,,,,
Nc1scc(CN2CCN(Cc3ccc(F)cc3)CC2)c1C(=O)c1ccc(Cl)cc1,52.14444089,3.128118038,6,1077,13,18,189,9,0.994039854,TRUE,2,3,3,"Fc1ccc(CN2CCNCC2)cc1, COC(Cl)Cl, Nc1sccc1C(=O)c1ccc(Cl)cc1",,zinc;zinc;zinc,{'uspto': 1076},"{'expansion_calls': 960, 'reactants_generations': 9378, 'iterations': 100}",,,,,,,,,
COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)Nc4ccccc4)c35)[nH]c2c(OC)c1OC,97.74670553,0,0,1522,13,23,307,0,0.815185025,FALSE,8,7,6,"Nc1ccccc1, O=S(Cl)Cl, O=C(Cl)C(=O)Cl, CCOC(=O)CN=[N+]=[N-], COc1cc(C=O)cc(OC)c1OC, BrCc1ccccc1",Cc1[nH]c2c(c1C(=O)O)[C@@]13C[C@@H]1CNC3=CC2=O,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1521},"{'expansion_calls': 1274, 'reactants_generations': 15095, 'iterations': 100}",,,,,,,,,
CCc1cc(=O)oc2c(C)c(OC(C)C(=O)NCC3CCC(C(=O)O)CC3)ccc12,83.56803274,14.7582581,16,1264,13,20,321,9,0.986552929,TRUE,3,4,4,"NCC1CCC(C(=O)O)CC1, CCOC(=O)CC(=O)CC, Cc1c(O)cccc1F, CCOC(=O)C(C)=O",,zinc;zinc;zinc;zinc,{'uspto': 1263},"{'expansion_calls': 1018, 'reactants_generations': 18017, 'iterations': 100}",,,,,,,,,
COc1ccc(Cc2coc3cc(OC)cc(OC)c3c2=O)cc1,50.47991657,0,0,1454,13,39,381,0,0.792565977,FALSE,8,6,5,"COc1ccc(CCl)cc1, COS(=O)(=O)OC, CCOC(=O)C(=O)OCC, BrCc1ccccc1, CC(=O)c1c(O)cc(O)cc1O",CI,zinc;zinc;Not in stock;zinc;zinc;zinc,{'uspto': 1453},"{'expansion_calls': 1095, 'reactants_generations': 5448, 'iterations': 100}",,,,,,,,,
COc1ccc(S(=O)(=O)N2CCC3(CC2)OCCN3S(=O)(=O)c2cccs2)cc1OC,65.77346826,0,0,782,13,15,188,0,0.846815738,FALSE,7,9,8,"c1ccsc1, COc1ccc(S(=O)(=O)O)cc1OC, O=S(Cl)Cl, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, O=C(Cl)OCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, O=C1CCN(Cc2ccccc2)CC1, NCCO",O=S(=O)(O)Cl,Not in stock;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 781},"{'expansion_calls': 691, 'reactants_generations': 13532, 'iterations': 100}",,,,,,,,,
CCN(C(=O)c1ccncc1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,67.80354977,10.42399335,14,1147,12,13,111,7,0.986552929,TRUE,3,3,3,"BrCc1ccccc1, O=C(O)c1ccncc1, CC(=O)Nc1c(N)[nH]c(=O)[nH]c1=O",,zinc;zinc;zinc,{'uspto': 1146},"{'expansion_calls': 1129, 'reactants_generations': 13634, 'iterations': 100}",,,,,,,,,
NC(Cc1ccc(F)cc1)c1csc(Nc2ccc(C(=O)c3ccccc3)cc2)n1,91.17886567,28.85108542,31,1445,13,28,190,1,0.950045553,TRUE,11,9,9,"Nc1ccc(C(=O)c2ccccc2)cc1, O=C(N=C=S)c1ccccc1, ClCI, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, Fc1ccc(CBr)cc1, N=C(c1ccccc1)c1ccccc1, CCOC(=O)CN, COCc1ccccc1",,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1444},"{'expansion_calls': 1285, 'reactants_generations': 12970, 'iterations': 100}",,,,,,,,,
Fc1ccc(NCCNc2ccnc3cc(Cl)ccc23)c(F)c1,12.13379359,0.070976019,1,337,13,27,124,51,0.997628706,TRUE,1,2,2,"Fc1ccc(F)c(F)c1, NCCNc1ccnc2cc(Cl)ccc12",,zinc;zinc,{'uspto': 336},"{'expansion_calls': 252, 'reactants_generations': 2735, 'iterations': 100}",,,,,,,,,
Cc1cc(C)n(-c2nnc(N3CCN(c4ccc(F)cc4)CC3)c3c2[nH]c2ccccc23)n1,71.36438918,52.46797085,74,1387,13,25,312,2,0.986552929,TRUE,3,4,4,"Fc1ccc(N2CCNCC2)cc1, O=C1CCC(=O)N1Br, CC(=O)CC(C)=O, NNc1nncc2c1[nH]c1ccccc12",,zinc;zinc;zinc;zinc,{'uspto': 1386},"{'expansion_calls': 1136, 'reactants_generations': 13816, 'iterations': 100}",,,,,,,,,
Cc1ccc(N2CCC3(CC2)CCN(C2CCOCC2)CC3)nn1,35.15344954,0.22490716,1,968,13,14,186,39,0.997628706,TRUE,1,2,2,"Cc1ccc(N2CCC3(CCNCC3)CC2)nn1, CS(=O)(=O)OC1CCOCC1",,zinc;zinc,{'uspto': 967},"{'expansion_calls': 795, 'reactants_generations': 4072, 'iterations': 100}",,,,,,,,,
CCOc1ccc(CNC(=O)c2[nH]c3ccccc3c2Sc2ccc(C)cc2)cc1,29.14103246,0.08550477,1,744,13,31,142,57,0.994039854,TRUE,2,3,3,"NNc1ccccc1, Cc1ccc(SCC(=O)C(=O)O)cc1, CCOc1ccc(CN)cc1",,zinc;zinc;zinc,{'uspto': 743},"{'expansion_calls': 646, 'reactants_generations': 5608, 'iterations': 100}",,,,,,,,,
CCOC(=O)c1cc(C)n(-c2ccc(C(F)(F)F)cc2)c1C,16.41272759,0.03600049,1,259,13,11,68,16,0.997628706,TRUE,1,2,2,"CCOC(=O)c1cc(C)[nH]c1C, OB(O)c1ccc(C(F)(F)F)cc1",,zinc;zinc,{'uspto': 258},"{'expansion_calls': 241, 'reactants_generations': 4172, 'iterations': 100}",,,,,,,,,
CCc1sc2ccccc2c1C(=O)c1cccc2ccccc12,35.97001219,0.059484005,1,922,13,22,335,14,0.994039854,TRUE,2,2,2,"O=C(Cl)c1cccc2ccccc12, CC(=O)c1cc2ccccc2s1",,zinc;zinc,{'uspto': 921},"{'expansion_calls': 648, 'reactants_generations': 7133, 'iterations': 100}",,,,,,,,,
N#Cc1ccc(C(=O)NCc2ccc3c(c2)CCN3C(=O)c2ccc(F)cc2)cc1,16.53342414,0.991424561,5,393,10,22,108,56,0.994039854,TRUE,2,3,3,"O=C(Cl)c1ccc(F)cc1, N#Cc1ccc(C(=O)O)cc1, NCc1ccc2c(c1)CCN2",,zinc;zinc;zinc,{'uspto': 392},"{'expansion_calls': 329, 'reactants_generations': 3251, 'iterations': 100}",,,,,,,,,
CNC(=O)C1CCCN1C(=O)C(NS(=O)(=O)Cc1ccccc1)C1CCCCC1,132.0086102,0,0,2015,13,15,207,0,0.677373187,FALSE,2,3,2,"O=P(Cl)(Cl)Cl, O=S(=O)(O)Cc1ccccc1",CNC(=O)C1CCCN1C(=O)C(N)C1CCCCC1,Not in stock;zinc;zinc,{'uspto': 2014},"{'expansion_calls': 1808, 'reactants_generations': 10040, 'iterations': 100}",,,,,,,,,
Cc1cc(Cc2ccc(Cl)c(Oc3ccccc3)c2F)n[nH]c1=O,49.8661437,0,0,1481,13,58,302,0,0.844450614,FALSE,13,9,8,"CC(=O)O, O=P(Cl)(Cl)Cl, Fc1cccc(Cl)c1Cl, CC(=O)O, COc1c(Cl)ccc(Br)c1F, O=C1CCC(=O)N1Br, O=P(Cl)(Cl)Cl, O=P(Cl)(Cl)Cl",Cc1nn(C(C)(C)C)c(=O)c(C)c1O,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1480},"{'expansion_calls': 1182, 'reactants_generations': 4007, 'iterations': 100}",,,,,,,,,
O=[N+]([O-])c1ccc2nc(NCCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2c1,78.43693876,9.155640125,16,1032,13,15,305,6,0.975,TRUE,4,4,4,"O=[N+]([O-])c1ccc2nc(Cl)sc2c1, Fc1ccc(C[n+]2ccccc2)cc1, O=S(Cl)Cl, O=C(O)CNC(=O)C(F)(F)F",,zinc;zinc;zinc;zinc,{'uspto': 1031},"{'expansion_calls': 803, 'reactants_generations': 18694, 'iterations': 100}",,,,,,,,,
CN1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc23)CC1,41.50962114,2.309598923,6,1563,13,55,580,4,0.955960146,TRUE,6,4,4,"CN(CCCl)CCCl, O=C(CCl)NCO, COc1ccc(C(=O)Cl)cc1OC, COc1cc(O)cc(O)c1C(C)=O",,zinc;zinc;zinc;zinc,{'uspto': 1562},"{'expansion_calls': 1023, 'reactants_generations': 4772, 'iterations': 100}",,,,,,,,,
O=C(Nc1ccccc1)Nc1ccc2c(c1)CCC2,7.24119997,0.017569065,1,222,9,37,107,61,0.997628706,TRUE,1,2,2,"Nc1ccccc1, O=C=Nc1ccc2c(c1)CCC2",,zinc;zinc,{'uspto': 221},"{'expansion_calls': 136, 'reactants_generations': 1392, 'iterations': 100}",,,,,,,,,
CC1CN(C(=O)COc2ccccc2Cl)CC(C)O1,64.2706027,0,0,1584,13,15,431,0,0.831584643,FALSE,9,8,7,"O=C(O)COc1ccccc1Cl, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, OC(c1ccccc1)c1ccccc1, O=S(Cl)Cl, BrCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, BrCc1ccccc1",CC1CN(C(=O)O)C(=O)C(C)O1,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1583},"{'expansion_calls': 1164, 'reactants_generations': 8925, 'iterations': 100}",,,,,,,,,
COC(=O)c1sccc1NC(=O)CN(C)NS(=O)(=O)c1ccc(Cl)cc1,90.24746037,0,0,1845,13,13,607,0,0.79403796,FALSE,7,6,5,"C[Si](C)(C)C=[N+]=[N-], O=S(Cl)Cl, CC(C)(C)Br, O=C(O)c1sccc1[N+](=O)[O-], CN(C)C(OC(C)(C)C)OC(C)(C)C",CN(NS(=O)(=O)c1ccc(Cl)cc1)C(=O)C(=O)O,zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1844},"{'expansion_calls': 1239, 'reactants_generations': 13336, 'iterations': 100}",,,,,,,,,
Nc1c2c(nc3ccccc13)CC/C(=C\c1cccc([N+](=O)[O-])c1)C2=O,34.0233705,0.020033836,1,712,13,21,218,33,0.997628706,TRUE,1,2,2,"O=Cc1cccc([N+](=O)[O-])c1, Nc1c2c(nc3ccccc13)CCCC2=O",,zinc;zinc,{'uspto': 711},"{'expansion_calls': 531, 'reactants_generations': 6247, 'iterations': 100}",,,,,,,,,
CCOC(=O)NC(=O)c1cn(C2CCCCC2)c(=O)[nH]c1=O,50.2927506,0.016000032,1,1077,13,20,199,8,0.997628706,TRUE,1,2,2,"O=C(O)c1cn(C2CCCCC2)c(=O)[nH]c1=O, CCOC(N)=O",,zinc;zinc,{'uspto': 1076},"{'expansion_calls': 882, 'reactants_generations': 5979, 'iterations': 100}",,,,,,,,,
CN1C(=O)C(NC(=O)NC2CCCCC2)N=C(c2ccccc2)c2ccccc21,59.11504769,0,0,1782,13,38,509,0,0.844779087,FALSE,9,9,8,"NC1CCCCC1, COS(=O)(=O)OC, CC(C)(O)C(C)(C)O, COc1ccc(CCl)cc1, Nc1ccccc1Br, O=S(Cl)Cl, OB(O)B(O)O, CC(C)(O)C(C)(C)O",COC(=O)C(N=C(Cl)c1ccccc1)NC(=O)Cl,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 1781},"{'expansion_calls': 1280, 'reactants_generations': 5488, 'iterations': 100}",,,,,,,,,
Oc1ccc(-c2[nH]ncc2-c2cccc3cccnc23)c(O)c1,36.73609185,3.69671917,10,1277,13,62,313,40,0.975,TRUE,4,4,4,"COc1ccc(B(O)O)c(O)c1, OB(O)c1cccc2cccnc12, C1=COCCC1, Brc1cn[nH]c1Br",,zinc;zinc;zinc;zinc,{'uspto': 1276},"{'expansion_calls': 980, 'reactants_generations': 3802, 'iterations': 100}",,,,,,,,,
Cc1cc(C)nc(OC(C(=O)O)C(OCCc2ccc(Cl)cc2)(c2ccccc2)c2ccccc2)n1,64.22064114,0,0,2993,13,19,1760,0,0.76089931,FALSE,8,5,4,"Clc1ccc(CCBr)cc1, Cc1cc(C)nc(S(C)(=O)=O)n1, CC(C)(C)O, CC(=O)O",O=C(O)C(=O)C(O)(c1ccccc1)c1ccccc1,zinc;zinc;zinc;Not in stock;zinc,{'uspto': 2992},"{'expansion_calls': 1237, 'reactants_generations': 6540, 'iterations': 100}",,,,,,,,,
